customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,owns_car,tenure
1017,Jacquenette,Pluthero,F,88,1979-01-09,41,Assistant Media Planner,Entertainment,High Net Worth,No,16.0
1018,Matthiew,Ferreras,M,1,1994-11-27,26,Help Desk Operator,Manufacturing,Mass Customer,Yes,7.0
1019,Ignazio,Milby,M,42,1973-11-19,47,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14.0
1020,Natala,Thorndale,F,29,1975-11-10,45,Untitled,IT,Affluent Customer,No,13.0
1021,Elvis,Rixon,M,16,1977-10-02,43,Mechanical Systems Engineer,Retail,High Net Worth,No,7.0
1022,Suzann,Wilks,F,56,1990-03-04,30,Assistant Manager,Financial Services,Affluent Customer,Yes,14.0
1023,Iseabal,Fullbrook,F,16,1991-07-23,29,Untitled,Financial Services,Affluent Customer,Yes,6.0
1024,Rhodia,D'Onise,F,17,1992-06-05,28,Social Worker,Health,High Net Worth,Yes,2.0
1025,Ario,Jeromson,M,69,1997-07-30,23,Quality Engineer,IT,Mass Customer,Yes,5.0
1026,Vernon,Hakking,M,66,1994-07-29,26,Untitled,Financial Services,Affluent Customer,No,4.0
1027,Rolando,Sherewood,M,33,1966-10-07,54,Statistician I,Financial Services,Affluent Customer,No,18.0
1028,Thorn,Torfin,M,10,1999-08-11,21,Project Manager,Untitled,High Net Worth,No,1.0
1029,Forbes,Londors,M,71,1997-02-15,23,VP Sales,Untitled,Mass Customer,No,4.0
1030,Nariko,Dummigan,F,9,1962-05-05,58,Food Chemist,Health,Mass Customer,No,5.0
1031,Roi,Ogden,M,75,1983-09-15,37,Junior Executive,Manufacturing,Mass Customer,No,6.0
1032,Maribelle,Werndly,F,36,1978-07-18,42,Executive Secretary,Untitled,Mass Customer,Yes,18.0
1033,Jacob,Claringbold,M,70,1995-01-06,25,Untitled,Untitled,Affluent Customer,Yes,3.0
1034,Denney,Cretney,M,16,1976-05-12,44,Untitled,Untitled,High Net Worth,Yes,3.0
1035,Kara-lynn,Doddridge,F,77,1976-11-02,44,Operator,Retail,Affluent Customer,Yes,5.0
1036,Randene,Ingle,F,6,1969-11-28,51,Paralegal,Financial Services,Mass Customer,Yes,12.0
1037,Sissie,Rielly,F,95,1956-08-08,64,Human Resources Assistant II,Financial Services,Mass Customer,No,10.0
1039,Nona,Diamant,F,24,1975-03-14,45,Untitled,Untitled,High Net Worth,Yes,15.0
1040,Jacenta,Wedlock,F,78,1975-03-04,45,Food Chemist,Health,High Net Worth,No,9.0
1041,Free,Bonniface,M,95,1959-05-25,61,Untitled,Property,Affluent Customer,No,15.0
1042,Isacco,Woodwind,M,0,1976-01-14,44,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11.0
1043,Giorgi,Hurford,M,34,1986-10-20,34,Sales Associate,Financial Services,Mass Customer,Yes,16.0
1045,Aeriel,Everest,F,88,1986-05-08,34,Untitled,Financial Services,Mass Customer,Yes,19.0
1046,Shir,Clevely,F,0,1955-07-23,65,Budget/Accounting Analyst II,Untitled,Affluent Customer,No,11.0
1047,Standford,Tanswill,M,39,1978-09-03,42,VP Accounting,Financial Services,Affluent Customer,No,11.0
1048,Braden,Lamming,M,99,1976-06-08,44,Internal Auditor,Untitled,Affluent Customer,No,15.0
1049,Fraser,Gaenor,M,35,1996-03-02,24,Software Consultant,Property,Mass Customer,No,2.0
1050,Marjie,Ghion,F,7,1973-07-29,47,Software Consultant,Telecommunications,Mass Customer,Yes,15.0
1051,Xylia,Lange,F,34,1977-09-29,43,Help Desk Technician,Property,High Net Worth,Yes,14.0
1052,Dela,Flannigan,F,31,1986-02-02,34,Junior Executive,Financial Services,High Net Worth,No,3.0
1053,Davon,Stanyland,M,98,1962-05-20,58,Untitled,Manufacturing,Mass Customer,Yes,8.0
1054,Natal,Matiewe,M,27,1983-08-09,37,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13.0
1055,Danell,Rose,F,30,1988-06-08,32,Data Coordiator,Manufacturing,Mass Customer,No,12.0
1056,Kendricks,Markel,M,96,1966-12-18,54,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6.0
1057,Laryssa,Durdle,F,73,1969-04-06,51,Registered Nurse,Health,Mass Customer,No,5.0
1058,Gretel,Gionettitti,F,37,1987-10-24,33,Research Assistant IV,Retail,Affluent Customer,Yes,4.0
1059,Chantal,Plante,F,68,1968-02-16,52,Account Representative III,Entertainment,High Net Worth,Yes,6.0
1060,Vanda,Boadby,F,88,1961-11-23,59,Associate Professor,Argiculture,Affluent Customer,Yes,13.0
1061,Anderson,,M,34,1988-11-07,32,Speech Pathologist,Financial Services,Mass Customer,No,19.0
1062,Tish,Mowett,F,32,1975-09-28,45,Junior Executive,Untitled,Mass Customer,No,14.0
1063,Terrence,Geck,M,22,1987-03-01,33,Actuary,Financial Services,Affluent Customer,Yes,13.0
1064,Thornie,Andrusov,M,3,1977-06-13,43,Librarian,Entertainment,Affluent Customer,Yes,8.0
1065,Chilton,Ghirigori,M,8,1962-06-27,58,Quality Engineer,Financial Services,Mass Customer,Yes,8.0
1066,Hailey,Ricciardi,M,45,1995-10-06,25,Recruiter,Telecommunications,High Net Worth,No,12.0
1067,Berri,Cotillard,F,13,1965-05-17,55,Engineer IV,Financial Services,Mass Customer,Yes,13.0
1068,Frazer,Searston,M,5,1995-03-21,25,Untitled,Health,Mass Customer,Yes,3.0
1069,Reese,Titterington,M,85,1976-04-15,44,Web Designer I,Telecommunications,Mass Customer,No,15.0
1070,Albert,Gomery,M,5,1995-06-04,25,Account Representative IV,Untitled,Mass Customer,No,1.0
1071,Chrisy,Miranda,M,68,1986-12-29,34,Untitled,Retail,High Net Worth,No,1.0
1072,Curt,Petrello,M,60,1957-06-01,63,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8.0
1073,Elbertina,Donne,F,77,1980-02-25,40,Associate Professor,Untitled,Affluent Customer,Yes,7.0
1074,Griswold,Juett,M,43,1974-07-14,46,Accounting Assistant IV,Untitled,High Net Worth,Yes,18.0
1075,Cullin,Elcoate,M,26,1967-07-25,53,Administrative Officer,Manufacturing,High Net Worth,No,7.0
1076,Siegfried,Trattles,M,33,2000-06-06,20,Pharmacist,Health,Affluent Customer,No,2.0
1077,Sheba,Este,F,8,1955-10-11,65,Untitled,Telecommunications,Mass Customer,Yes,18.0
1078,Abe,Pilley,M,69,1976-06-05,44,Executive Secretary,Manufacturing,Mass Customer,No,20.0
1079,Dennie,L' Anglois,M,70,1978-01-03,42,Nurse Practicioner,Manufacturing,Mass Customer,No,18.0
1080,Monah,Talbot,F,70,1999-12-26,21,Speech Pathologist,Property,Mass Customer,Yes,2.0
1081,Marga,Cradduck,F,25,1985-10-21,35,Social Worker,Health,Mass Customer,No,16.0
1083,Chadd,Fowlds,M,46,1996-08-07,24,VP Product Management,Untitled,Affluent Customer,No,1.0
1084,Serena,Jagson,F,54,1994-05-18,26,Accounting Assistant I,Retail,Affluent Customer,No,8.0
1085,Lucho,Strafen,M,4,1975-09-12,45,Internal Auditor,Health,Mass Customer,No,8.0
1086,Ezechiel,Parnall,M,84,1989-06-21,31,Statistician IV,Property,Mass Customer,Yes,4.0
1087,Lian,Madrell,F,39,1979-09-18,41,Financial Analyst,Financial Services,Mass Customer,Yes,8.0
1088,Andy,Polgreen,F,19,1989-07-21,31,Design Engineer,Untitled,High Net Worth,Yes,3.0
1089,Korney,Hess,F,90,1988-09-17,32,Product Engineer,Property,Affluent Customer,No,12.0
1090,Lorettalorna,,F,15,1975-07-15,45,Computer Systems Analyst II,Telecommunications,Affluent Customer,No,17.0
1091,Keith,Housden,M,19,1980-04-15,40,Untitled,Health,Mass Customer,No,15.0
1093,Clarita,Penright,F,63,1996-09-13,24,Business Systems Development Analyst,Untitled,Affluent Customer,No,5.0
1094,Shaughn,Salters,M,48,1975-12-27,45,Dental Hygienist,Health,High Net Worth,No,19.0
1095,Emelda,Gerler,F,2,1958-08-29,62,Project Manager,Health,Mass Customer,No,6.0
1096,Jakie,Mungham,M,33,1969-11-29,51,Software Test Engineer I,Health,High Net Worth,No,14.0
1097,Gwenora,Grabbam,F,71,1968-01-31,52,Engineer II,Financial Services,Mass Customer,Yes,18.0
1098,Maure,Crow,F,99,1989-02-01,31,Administrative Assistant IV,Financial Services,Mass Customer,Yes,12.0
1099,Jarrett,Maffia,M,12,1975-01-13,45,Tax Accountant,Manufacturing,Affluent Customer,Yes,11.0
1100,Cord,Braundt,M,59,1983-01-02,37,Engineer I,Manufacturing,Mass Customer,No,15.0
1101,Haily,McWilliams,F,76,1968-12-22,52,Senior Editor,Untitled,Mass Customer,No,15.0
1102,Stephana,Puzey,F,16,1976-08-17,44,Recruiting Manager,Manufacturing,Affluent Customer,No,15.0
1103,Glynnis,Sailor,F,76,1978-01-30,42,Financial Advisor,Financial Services,High Net Worth,Yes,20.0
1104,Jewelle,Pincott,F,82,1959-12-31,61,Programmer III,Retail,Mass Customer,No,8.0
1105,Sherman,McCusker,M,39,1990-02-10,30,General Manager,Untitled,Mass Customer,No,18.0
1106,Sibyl,Bigmore,F,2,1962-12-17,58,Software Consultant,Retail,Mass Customer,No,15.0
1107,Maridel,Whitby,F,70,1974-07-17,46,Social Worker,Health,High Net Worth,No,18.0
1108,Ginnie,Farriar,F,86,1962-03-06,58,Dental Hygienist,Health,Mass Customer,No,17.0
1109,Nestor,Billingsley,M,21,1989-09-01,31,Web Developer II,Entertainment,High Net Worth,No,6.0
1110,Lazar,Cherryman,M,73,1991-03-17,29,Information Systems Manager,Retail,High Net Worth,No,12.0
1111,Zach,Maynard,M,96,1960-03-04,60,Director of Sales,Untitled,High Net Worth,Yes,18.0
1112,Jarrett,Chiplin,M,25,1981-05-22,39,Untitled,Untitled,Mass Customer,Yes,13.0
1113,Dorie,Willock,M,45,1992-06-24,28,Recruiter,Property,Mass Customer,No,6.0
1114,Evonne,Southan,F,96,1976-06-03,44,Structural Engineer,Retail,Mass Customer,No,14.0
1115,Merola,Stutard,F,33,1970-01-18,50,Account Coordinator,Untitled,High Net Worth,Yes,17.0
1116,Tori,Coche,F,59,1974-06-26,46,Assistant Manager,Health,Mass Customer,Yes,16.0
1117,Georgena,Guilaem,F,83,1975-12-01,45,Quality Engineer,Untitled,Affluent Customer,No,14.0
1118,Colline,Coulman,F,95,1975-12-19,45,Sales Representative,Retail,Mass Customer,Yes,9.0
1119,Lemmy,Bennit,M,43,1976-10-09,44,Untitled,Entertainment,Mass Customer,Yes,19.0
1120,Jacquelyn,Rowlinson,F,87,1980-08-31,40,Web Developer IV,Retail,Affluent Customer,No,12.0
1121,Dione,Raithby,F,30,1984-01-21,36,Registered Nurse,Health,Mass Customer,Yes,3.0
1122,Gerladina,Carney,F,59,1985-12-19,35,Untitled,Untitled,Mass Customer,No,11.0
1123,Dominick,Downey,M,50,1962-06-18,58,Untitled,Property,Mass Customer,No,13.0
1124,Eben,Threader,M,36,1965-02-03,55,Health Coach III,Health,Affluent Customer,Yes,9.0
1125,Raff,Everley,M,25,1990-01-19,30,Software Test Engineer III,IT,Affluent Customer,No,9.0
1126,Atlante,Sonley,F,77,1973-09-27,47,Executive Secretary,Untitled,Mass Customer,No,14.0
1127,Elly,Ormshaw,F,30,1991-02-27,29,Physical Therapy Assistant,Financial Services,Mass Customer,No,8.0
1128,Kirsten,Longman,F,47,1992-04-12,28,Financial Advisor,Financial Services,Mass Customer,Yes,8.0
1129,Hercule,,M,2,1977-06-29,43,VP Marketing,Entertainment,Mass Customer,Yes,9.0
1130,Juli,Prine,F,90,1964-12-06,56,Sales Associate,Untitled,Mass Customer,No,16.0
1131,Sigmund,Barkworth,M,16,1956-08-07,64,VP Marketing,Untitled,Mass Customer,No,15.0
1132,Coriss,Darkott,F,99,1985-08-01,35,Actuary,Financial Services,Affluent Customer,Yes,9.0
1133,Forrester,McFetridge,M,88,1968-01-26,52,Untitled,Manufacturing,Affluent Customer,No,6.0
1134,Sullivan,Scullion,M,22,1994-09-30,26,Administrative Assistant IV,Financial Services,Affluent Customer,No,3.0
1135,Mireielle,Avrasin,F,60,1980-05-03,40,Software Engineer IV,Financial Services,Mass Customer,Yes,11.0
1136,Ivan,Blackhall,M,72,1977-08-31,43,Executive Secretary,Property,High Net Worth,No,7.0
1137,Jermayne,Hryniewicki,M,46,1977-07-03,43,Business Systems Development Analyst,Untitled,Mass Customer,No,18.0
1138,Elli,Loxdale,F,77,1991-09-21,29,Statistician I,Retail,Mass Customer,Yes,5.0
1139,Shellysheldon,Wickey,M,52,1982-09-15,38,Editor,Manufacturing,Mass Customer,Yes,16.0
1140,Deana,Rathbourne,F,32,1986-02-25,34,Executive Secretary,Untitled,Mass Customer,Yes,13.0
1141,Shannah,Gritsaev,F,70,1981-09-19,39,Untitled,Financial Services,High Net Worth,Yes,4.0
1142,Michal,Paiton,M,95,1998-05-07,22,Desktop Support Technician,Telecommunications,Mass Customer,No,2.0
1143,Goraud,Boissieux,M,64,1955-03-06,65,Office Assistant IV,Health,Mass Customer,Yes,6.0
1144,Damon,Phelip,M,73,1996-12-12,24,Environmental Specialist,Health,High Net Worth,Yes,5.0
1145,Korella,Begin,F,80,1965-09-26,55,Untitled,Property,Mass Customer,Yes,14.0
1146,Hadleigh,Birley,M,88,1992-08-31,28,Assistant Professor,Financial Services,High Net Worth,No,8.0
1147,Tate,Studholme,M,71,1968-07-09,52,Health Coach II,Entertainment,High Net Worth,Yes,9.0
1148,Inigo,Ojeda,M,60,1987-09-28,33,Statistician IV,Financial Services,High Net Worth,No,5.0
1149,Ki,Odo,F,29,1967-09-30,53,Developer III,Untitled,Affluent Customer,Yes,14.0
1150,Bernelle,Warwick,F,64,1975-09-26,45,Information Systems Manager,Financial Services,Mass Customer,Yes,13.0
1151,Brena,Amburgy,F,27,1965-04-06,55,VP Product Management,Argiculture,High Net Worth,Yes,19.0
1152,Humfrid,Ducket,M,47,1998-06-23,22,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,3.0
1153,Mirilla,Lothlorien,F,53,1995-01-17,25,Desktop Support Technician,Health,Mass Customer,Yes,3.0
1154,Chase,Youd,M,26,1974-11-24,46,Research Nurse,Health,Mass Customer,Yes,20.0
1155,Janetta,Hartrick,F,73,1994-01-15,26,VP Marketing,Property,Mass Customer,Yes,9.0
1156,Breena,Risebrow,F,22,1997-10-16,23,Marketing Assistant,Argiculture,Mass Customer,Yes,1.0
1157,Saunder,Camerati,M,69,1974-04-03,46,Research Nurse,Health,Affluent Customer,Yes,17.0
1158,Butch,Geertje,M,85,1985-02-17,35,Senior Quality Engineer,Untitled,Mass Customer,Yes,19.0
1159,Elbert,Bridgement,M,94,1993-01-28,27,Librarian,Entertainment,Mass Customer,No,1.0
1160,Trisha,Nisuis,F,98,1965-04-08,55,Speech Pathologist,IT,Affluent Customer,No,10.0
1161,Sibylle,Cutsforth,F,86,1977-01-14,43,Senior Quality Engineer,Retail,Mass Customer,No,15.0
1162,Ambrose,Raiston,M,29,1990-04-13,30,Marketing Assistant,Untitled,Mass Customer,Yes,7.0
1163,Manolo,Dwire,M,77,1981-11-13,39,Cost Accountant,Financial Services,High Net Worth,Yes,8.0
1164,Gilligan,Mowat,F,97,1977-01-09,43,Food Chemist,Health,Mass Customer,Yes,17.0
1165,Fanni,Wakelin,F,58,1993-06-23,27,Administrative Assistant IV,Financial Services,High Net Worth,No,2.0
1166,Fannie,Devil,F,40,1972-12-05,48,Quality Control Specialist,Health,Affluent Customer,No,8.0
1167,Elberta,Crickett,F,20,1996-06-03,24,Software Test Engineer III,Health,Mass Customer,No,4.0
1168,Iosep,Shaddick,M,44,1965-02-16,55,Pharmacist,Health,Affluent Customer,No,18.0
1169,Kessiah,Corden,F,33,1967-08-09,53,Actuary,Financial Services,Mass Customer,Yes,13.0
1170,Lari,Rotte,F,62,1964-11-30,56,Assistant Professor,IT,Mass Customer,Yes,4.0
1171,Ilise,Solloway,F,32,1971-08-15,49,Human Resources Manager,Untitled,Affluent Customer,Yes,8.0
1172,Smith,Babbs,M,48,1974-04-12,46,Recruiter,Untitled,Mass Customer,Yes,17.0
1173,Gertie,Chaim,F,58,1978-03-02,42,Statistician IV,Retail,High Net Worth,No,16.0
1175,Paige,Hodgin,M,8,1985-09-22,35,Human Resources Manager,Untitled,Mass Customer,No,8.0
1176,Celia,Dockerty,F,7,1976-01-16,44,Software Engineer IV,Untitled,Affluent Customer,Yes,7.0
1177,Bobbette,Pozzi,F,47,1953-08-31,67,Food Chemist,Health,Affluent Customer,Yes,6.0
1178,Angelo,Byne,M,1,1970-05-26,50,Pharmacist,Health,Mass Customer,No,13.0
1179,Kerry,Pashenkov,M,56,1988-08-15,32,Media Manager IV,Financial Services,High Net Worth,Yes,13.0
1180,Gaye,Quickenden,F,48,1975-08-17,45,Account Representative I,Financial Services,Affluent Customer,No,10.0
1181,Brita,Plant,F,2,1978-06-06,42,Tax Accountant,Argiculture,Mass Customer,No,8.0
1182,Carolann,Ottiwill,F,84,1975-01-11,45,Data Coordiator,IT,Mass Customer,Yes,7.0
1183,Joe,Shalliker,M,50,1958-11-14,62,Media Manager II,Untitled,Affluent Customer,No,6.0
1184,Auberta,Teodori,F,89,1968-10-07,52,Social Worker,Health,Mass Customer,No,13.0
1185,Xena,Rossbrooke,F,17,2000-07-23,20,VP Product Management,Untitled,Mass Customer,Yes,2.0
1186,Brantley,Cecchi,M,70,1977-05-28,43,Help Desk Operator,Manufacturing,Affluent Customer,Yes,20.0
1187,Antonino,Hogben,M,65,1998-10-21,22,Untitled,Financial Services,Mass Customer,No,1.0
1188,Sally,Cominoli,F,14,1984-02-23,36,Statistician IV,Untitled,Affluent Customer,Yes,4.0
1189,Mart,Bazoche,M,22,1988-08-29,32,Geologist I,Health,High Net Worth,Yes,8.0
1190,Sib,Gilby,F,67,1968-09-07,52,Assistant Professor,Financial Services,Affluent Customer,Yes,10.0
1191,Merrielle,Vegas,F,20,1996-05-22,24,Director of Sales,Untitled,Mass Customer,Yes,1.0
1192,Hollyanne,McCarter,F,31,1969-12-12,51,VP Quality Control,Manufacturing,Mass Customer,No,16.0
1193,Quintus,Whear,M,58,1986-01-21,34,Safety Technician I,Retail,High Net Worth,No,5.0
1194,Audry,Scurrey,F,69,1992-03-25,28,Junior Executive,Telecommunications,Affluent Customer,No,3.0
1195,Ally,Folliott,F,0,1978-03-22,42,VP Marketing,Telecommunications,Mass Customer,No,18.0
1196,Phillie,Bradforth,F,23,1998-03-19,22,Research Nurse,Health,Mass Customer,No,2.0
1197,Isobel,Lampett,F,44,1997-10-16,23,Professor,Financial Services,High Net Worth,Yes,5.0
1198,Alina,Rickson,F,73,1973-09-30,47,Sales Representative,Retail,High Net Worth,No,7.0
1199,Ludovico,Bertot,M,7,1958-06-14,62,VP Accounting,Financial Services,Affluent Customer,Yes,5.0
1200,Hedda,Lathom,F,38,1974-04-30,46,Librarian,Entertainment,High Net Worth,No,18.0
1201,Stephani,Mellhuish,F,42,1955-11-28,65,Untitled,Manufacturing,Mass Customer,No,10.0
1202,Rollie,,M,90,1992-02-26,28,Sales Representative,Retail,Mass Customer,Yes,8.0
1203,Claresta,Carnier,F,38,1988-05-06,32,Technical Writer,Health,Affluent Customer,No,22.0
1204,Trudy,Huffy,F,12,1971-03-24,49,Senior Developer,Manufacturing,Affluent Customer,Yes,16.0
1205,Barton,Baudts,M,38,1978-06-05,42,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,13.0
1206,Lucina,Metcalf,F,13,1978-05-07,42,Paralegal,Financial Services,Mass Customer,No,13.0
1207,Mabel,Marousek,F,30,1997-09-25,23,Engineer IV,Health,Mass Customer,No,1.0
1208,Lira,Durn,F,23,1983-12-26,37,Budget/Accounting Analyst IV,Financial Services,Mass Customer,No,15.0
1209,Jacky,Jerosch,M,40,1977-09-06,43,Senior Developer,Property,High Net Worth,Yes,11.0
1211,Gunar,Petasch,M,45,1978-07-23,42,VP Sales,Financial Services,Affluent Customer,Yes,14.0
1212,Cindy,Freeborn,F,28,1968-10-24,52,Legal Assistant,Property,Affluent Customer,No,13.0
1213,Matthieu,Schruur,M,80,1973-10-21,47,Accounting Assistant II,Untitled,High Net Worth,No,15.0
1214,Martino,Shalcros,M,0,1989-05-01,31,Internal Auditor,Property,High Net Worth,No,15.0
1215,Dyann,Turbard,F,79,1967-02-26,53,VP Quality Control,Manufacturing,Mass Customer,No,11.0
1216,Frank,Vallerine,F,15,1959-06-25,61,Software Test Engineer I,Telecommunications,Affluent Customer,Yes,10.0
1217,Dulcinea,Janssen,F,67,1968-08-19,52,Structural Engineer,Manufacturing,High Net Worth,No,16.0
1218,Marlie,Lister,F,12,1982-01-09,38,Untitled,Untitled,Mass Customer,Yes,7.0
1219,Kaine,Parkeson,M,93,1971-11-04,49,Untitled,Financial Services,Mass Customer,No,14.0
1220,Paulie,Akerman,M,12,1987-06-08,33,Editor,Untitled,High Net Worth,No,14.0
1221,Byrom,Draisey,M,75,1995-09-25,25,VP Product Management,Health,High Net Worth,Yes,14.0
1222,Barbey,Ville,F,83,1970-11-01,50,Account Executive,Property,Mass Customer,No,19.0
1223,Kristyn,,F,19,1965-01-05,55,Senior Sales Associate,Manufacturing,Mass Customer,Yes,16.0
1224,Aundrea,Reisenberg,F,9,1977-04-04,43,Junior Executive,Manufacturing,Mass Customer,No,16.0
1225,Arte,Witchell,M,5,1988-01-22,32,Clinical Specialist,Health,Mass Customer,Yes,10.0
1226,Constantia,Sirr,F,32,1981-03-16,39,Director of Sales,Health,Mass Customer,Yes,13.0
1227,Carlina,Pencot,F,63,1989-09-30,31,Software Engineer I,IT,Affluent Customer,Yes,12.0
1228,Marti,Bisterfeld,F,43,1962-04-27,58,Senior Cost Accountant,Financial Services,Affluent Customer,No,6.0
1229,Sebastian,Trass,M,38,2000-01-08,20,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,1.0
1230,Eben,Powley,M,61,1985-07-24,35,Untitled,Financial Services,Mass Customer,Yes,10.0
1231,Aloisia,Shawel,F,94,1973-07-28,47,Social Worker,Health,Affluent Customer,No,18.0
1232,Stillmann,Wilfling,M,83,1959-09-12,61,Help Desk Operator,Property,Affluent Customer,No,20.0
1233,Keeley,Hawsby,F,17,1978-07-07,42,Untitled,Retail,Affluent Customer,Yes,16.0
1234,Rancell,Yven,M,87,1965-04-19,55,Geologist I,Untitled,Mass Customer,No,17.0
1235,Sharon,Cranage,F,24,1969-02-28,51,Dental Hygienist,Health,Mass Customer,No,9.0
1236,Bryanty,Megarrell,M,75,1974-05-21,46,Web Designer IV,Financial Services,High Net Worth,Yes,18.0
1237,Junia,Humerstone,F,6,1969-12-31,51,Research Nurse,Health,High Net Worth,No,16.0
1238,Steward,Beedham,M,24,1978-06-01,42,Graphic Designer,Untitled,Affluent Customer,Yes,6.0
1239,Carroll,Cobbin,M,9,1978-02-28,42,Untitled,Untitled,Mass Customer,Yes,17.0
1240,Pen,Earey,F,64,1965-05-13,55,Sales Associate,Manufacturing,Mass Customer,Yes,19.0
1241,Lolly,Junkison,F,23,1986-03-22,34,Pharmacist,Health,Affluent Customer,Yes,11.0
1242,Bartholomeo,Meeke,M,36,1973-02-04,47,Human Resources Assistant III,Property,High Net Worth,Yes,18.0
1243,Robbert,Blakey,M,73,1953-08-09,67,Research Assistant II,Retail,Mass Customer,No,8.0
1245,Erin,Shawell,M,34,1994-05-31,26,Product Engineer,Manufacturing,Affluent Customer,No,1.0
1246,Ibrahim,Wibrew,M,94,1993-08-10,27,Untitled,Untitled,High Net Worth,No,6.0
1247,Hildagarde,Eyrl,F,15,1960-10-05,60,Geologist I,Entertainment,Affluent Customer,No,11.0
1248,Genia,Bartel,F,31,1963-12-18,57,General Manager,Untitled,Affluent Customer,Yes,7.0
1249,Tabb,McKeowon,M,11,1967-10-31,53,Untitled,Telecommunications,Mass Customer,No,16.0
1250,Jacklyn,Kewley,F,42,2001-11-02,19,Help Desk Technician,Manufacturing,Mass Customer,No,1.0
1251,Codie,Arnecke,M,63,1997-10-01,23,Desktop Support Technician,Property,Mass Customer,No,2.0
1252,Les,Ellwood,M,46,1965-01-16,55,Recruiting Manager,Manufacturing,Mass Customer,Yes,14.0
1253,Mahalia,,F,81,1996-08-19,24,Research Assistant I,Manufacturing,Mass Customer,No,5.0
1254,Quillan,McDuffie,M,60,1958-12-18,62,Graphic Designer,Retail,Mass Customer,Yes,5.0
1255,Erhart,Glazebrook,M,5,1982-05-20,38,Untitled,Health,Affluent Customer,No,11.0
1256,Granny,Lukes,M,8,1986-05-11,34,Food Chemist,Health,High Net Worth,No,9.0
1257,Prentiss,MacVicar,M,40,1972-06-19,48,Assistant Professor,Property,Affluent Customer,Yes,9.0
1258,Nefen,Ferriere,M,89,1978-04-21,42,Geological Engineer,Manufacturing,Mass Customer,No,6.0
1259,Emmi,Dymock,F,23,1973-11-24,47,Assistant Professor,Financial Services,Mass Customer,No,9.0
1260,Fremont,Spawton,M,92,1989-10-01,31,Tax Accountant,Property,Mass Customer,No,9.0
1261,Candice,Lohde,F,61,1971-02-16,49,Legal Assistant,Manufacturing,Mass Customer,No,4.0
1262,Aindrea,MacConchie,F,90,1967-12-07,53,Technical Writer,Untitled,High Net Worth,Yes,19.0
1263,Elliot,Posselow,M,41,1973-06-16,47,Nurse,Manufacturing,Affluent Customer,No,8.0
1264,Michail,Heart,M,48,1994-02-28,26,Untitled,Health,Mass Customer,Yes,7.0
1265,Kipper,Monck,M,72,1987-07-22,33,Biostatistician I,Property,Mass Customer,Yes,2.0
1266,Harry,,M,68,1978-05-02,42,Human Resources Manager,Health,Mass Customer,Yes,10.0
1267,Leopold,Dainton,M,39,1979-06-03,41,Safety Technician IV,Entertainment,Affluent Customer,Yes,19.0
1268,Baudoin,McCartney,M,20,1989-12-06,31,Untitled,Financial Services,High Net Worth,Yes,2.0
1269,Ravid,Kilgallon,M,56,1990-08-25,30,Account Coordinator,Property,High Net Worth,Yes,7.0
1270,Cullen,Langshaw,M,72,1983-02-27,37,Paralegal,Financial Services,Affluent Customer,No,10.0
1271,Jo-anne,Pringer,F,71,1994-07-11,26,Accounting Assistant II,Telecommunications,Mass Customer,Yes,6.0
1272,Nettie,Bulfit,F,2,1985-04-04,35,Untitled,Manufacturing,Affluent Customer,No,17.0
1273,Hieronymus,Whinray,M,48,1974-07-31,46,General Manager,Financial Services,Affluent Customer,Yes,14.0
1274,Emmerich,Tinkler,M,12,1977-11-16,43,Mechanical Systems Engineer,Manufacturing,Mass Customer,No,20.0
1275,Francisca,Whittek,F,70,1966-01-10,54,General Manager,Health,Mass Customer,Yes,8.0
1276,Farrel,Waiting,M,24,1964-06-07,56,Dental Hygienist,Health,Affluent Customer,No,4.0
1277,Elias,Gerrie,M,26,1972-12-26,48,Help Desk Technician,Untitled,Mass Customer,Yes,9.0
1278,Betsy,Schruurs,F,14,1998-11-15,22,Pharmacist,Health,Affluent Customer,No,2.0
1279,Burr,Lygoe,M,30,1962-08-12,58,Staff Accountant I,Financial Services,Mass Customer,No,20.0
1280,Horacio,Peyntue,M,71,1978-01-24,42,Marketing Assistant,Manufacturing,High Net Worth,Yes,15.0
1281,Leighton,Zisneros,M,29,1968-07-07,52,Administrative Assistant III,Manufacturing,Affluent Customer,Yes,16.0
1282,Garald,Pidler,M,99,1980-11-15,40,Programmer Analyst III,Entertainment,Affluent Customer,Yes,14.0
1283,Tory,Minnette,F,43,1994-08-23,26,Clinical Specialist,Health,Mass Customer,No,1.0
1284,Alexis,Aronov,M,30,1976-01-28,44,Junior Executive,Entertainment,Affluent Customer,No,11.0
1285,Tomkin,Fudge,M,44,1973-05-23,47,Office Assistant III,Manufacturing,Mass Customer,Yes,12.0
