customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,age,age_categories,RFM_level,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation
543,Mikey,Rizzetti,M,9,1973-08-03,47,40 to 50,Champions,Account Coordinator,Retail,Affluent Customer,Yes,17.0,20 Debs Road,2307,NSW,4
544,Giacomo,Johanning,M,51,1990-10-12,30,30 to 40,Needs Attention,Structural Engineer,Manufacturing,High Net Worth,Yes,5.0,858 Independence Terrace,2121,NSW,10
545,Alecia,Crosse,F,43,1978-06-04,42,40 to 50,Can't Loose Them,Project Manager,Health,Mass Customer,Yes,18.0,142 Cambridge Place,2761,NSW,8
546,Jorie,Pigott,F,80,1981-02-24,39,30 to 40,Champions,Information Systems Manager,Health,Mass Customer,Yes,12.0,20198 Hansons Plaza,2340,NSW,2
547,Andee,Robjant,F,22,1996-05-14,24,20 to 30,Champions,Sales Associate,Health,Mass Customer,No,5.0,04678 Elka Crossing,2745,NSW,9
549,Abrahan,Luckman,M,84,1985-06-15,35,30 to 40,Can't Loose Them,Human Resources Manager,Retail,Mass Customer,Yes,2.0,2 East Circle,2716,NSW,1
550,Emeline,Jorioz,F,16,1976-07-10,44,40 to 50,Champions,Untitled,Retail,Mass Customer,No,15.0,1949 Pepper Wood Pass,3168,VIC,6
551,Florence,Muldoon,F,8,1987-08-10,33,30 to 40,Require Activation,Structural Engineer,Financial Services,High Net Worth,No,9.0,7901 Park Meadow Plaza,3076,VIC,7
552,Hilly,Kleinmann,M,66,1978-09-09,42,40 to 50,Require Activation,Geological Engineer,Manufacturing,High Net Worth,Yes,20.0,58 Maywood Place,2750,NSW,9
553,Charlean,Fantone,F,62,1979-05-12,41,40 to 50,Can't Loose Them,Senior Sales Associate,Argiculture,Affluent Customer,Yes,7.0,532 Bartillon Circle,2166,NSW,7
554,Esmaria,Dobbison,F,33,1955-05-06,65,Above 60,Promising,Graphic Designer,Health,Mass Customer,Yes,7.0,032 Kenwood Circle,2031,NSW,9
555,Jarib,Senior,M,99,1970-11-08,50,50 to 60,Needs Attention,Junior Executive,Property,Mass Customer,No,4.0,67 8th Terrace,3564,VIC,4
556,Oralia,Gifford,F,69,1957-09-08,63,Above 60,Can't Loose Them,Junior Executive,Untitled,Mass Customer,No,11.0,06008 Anthes Pass,2478,NSW,8
557,Cassie,Morley,F,67,1961-06-02,59,50 to 60,Require Activation,Untitled,Manufacturing,Affluent Customer,Yes,18.0,956 Mccormick Place,4127,QLD,2
558,Allene,Claypole,F,96,1973-05-25,47,40 to 50,Champions,Programmer Analyst III,Untitled,Mass Customer,No,8.0,6 Eggendart Circle,3016,VIC,7
559,Erma,Vyel,F,39,1988-03-05,32,30 to 40,Loyal,Payment Adjustment Coordinator,Retail,High Net Worth,Yes,16.0,1 Service Alley,2116,NSW,10
560,Dorree,Sanja,F,1,1953-10-11,67,Above 60,Can't Loose Them,Social Worker,Health,Affluent Customer,No,8.0,62117 Trailsway Place,3356,VIC,1
561,Karin,Burkill,F,99,1977-08-15,43,40 to 50,Champions,Tax Accountant,Untitled,Mass Customer,No,12.0,4 Graedel Parkway,2560,NSW,8
562,Lindy,Fitzpayn,F,88,1970-06-06,50,50 to 60,Potential,Marketing Assistant,Untitled,Mass Customer,No,17.0,311 Chive Way,4680,QLD,3
563,Rube,Itzhayek,M,25,1974-09-20,46,40 to 50,Champions,Accounting Assistant II,IT,Mass Customer,Yes,19.0,9161 Hoepker Street,4740,QLD,5
564,Nettie,Iddy,F,7,1983-11-07,37,30 to 40,Can't Loose Them,Operator,Retail,High Net Worth,No,7.0,19 Lakewood Gardens Way,2760,NSW,9
565,Saleem,Meller,M,30,1959-10-02,61,Above 60,Can't Loose Them,Civil Engineer,Manufacturing,Mass Customer,Yes,16.0,5861 Browning Park,2065,NSW,8
566,Datha,McPheat,F,66,1978-12-09,42,40 to 50,Needs Attention,Systems Administrator I,Financial Services,High Net Worth,Yes,9.0,396 Butternut Point,2230,NSW,12
567,Hashim,O'Leahy,M,73,1965-07-08,55,50 to 60,Needs Attention,Untitled,Financial Services,Affluent Customer,No,16.0,04 Hansons Street,2087,NSW,11
568,Quinn,Fulks,M,32,1957-12-15,63,Above 60,Potential,VP Sales,Manufacturing,Mass Customer,No,13.0,8601 Cardinal Court,4505,QLD,8
569,Jaime,Warkup,M,30,1976-01-31,44,40 to 50,Promising,Analog Circuit Design manager,IT,Mass Customer,No,10.0,35631 Colorado Crossing,2630,NSW,2
570,Xever,Baldetti,M,14,1978-06-24,42,40 to 50,Can't Loose Them,VP Product Management,Financial Services,Mass Customer,Yes,15.0,446 Dottie Court,2225,NSW,10
571,Ramonda,McKellar,F,30,1958-02-15,62,Above 60,Needs Attention,Assistant Media Planner,Entertainment,Mass Customer,No,6.0,37 Ilene Hill,3121,VIC,10
572,Clementius,Everington,M,0,1967-05-01,53,50 to 60,Can't Loose Them,Clinical Specialist,Health,High Net Worth,Yes,5.0,909 Browning Crossing,3013,VIC,10
573,Maurits,Kix,M,39,1994-03-07,26,20 to 30,Require Activation,General Manager,Untitled,Mass Customer,No,2.0,8498 Hoepker Circle,3136,VIC,8
574,Gerard,Steketee,M,95,1990-04-09,30,30 to 40,Needs Attention,Senior Cost Accountant,Financial Services,Mass Customer,No,20.0,7 Claremont Court,2111,NSW,12
575,Etan,Poyle,M,64,1956-06-10,64,Above 60,Require Activation,VP Accounting,Financial Services,High Net Worth,Yes,11.0,64 Hayes Circle,2209,NSW,11
576,Bart,Eakle,M,98,1977-05-19,43,40 to 50,Can't Loose Them,Recruiter,Retail,Mass Customer,Yes,7.0,44 Bunting Parkway,2106,NSW,10
577,Nadean,Fielding,F,41,1956-04-08,64,Above 60,Can't Loose Them,Untitled,Property,Mass Customer,Yes,19.0,8 Pawling Alley,3930,VIC,8
578,Charyl,Haimes,F,72,1995-01-24,25,20 to 30,Loyal,Web Developer I,Untitled,High Net Worth,Yes,3.0,4 Carioca Way,3182,VIC,10
579,Cathlene,Bellas,F,89,1974-06-11,46,40 to 50,Can't Loose Them,Software Engineer II,Health,Mass Customer,No,12.0,4559 Stoughton Lane,2097,NSW,10
580,Johnathan,Audiss,M,83,1975-12-03,45,40 to 50,Loyal,Compensation Analyst,Financial Services,Mass Customer,Yes,14.0,7046 Surrey Road,2287,NSW,7
581,Brenna,Dacks,F,32,1969-05-22,51,50 to 60,Promising,Computer Systems Analyst IV,Financial Services,Mass Customer,Yes,16.0,58821 Warbler Crossing,2291,NSW,9
583,Tirrell,Haysham,M,97,1986-04-14,34,30 to 40,Potential,Registered Nurse,Health,Mass Customer,No,4.0,8 Sommers Circle,2305,NSW,7
584,Fiona,Clines,F,10,1995-09-15,25,20 to 30,Require Activation,Tax Accountant,Manufacturing,Affluent Customer,Yes,19.0,3 Lunder Place,2300,NSW,10
585,Tiphany,Bonnier,F,66,1978-04-20,42,40 to 50,Loyal,Pharmacist,Health,Mass Customer,Yes,10.0,93098 Loftsgordon Pass,4179,QLD,4
586,Jayme,Baunton,F,63,1999-03-15,21,20 to 30,Needs Attention,Chief Design Engineer,Manufacturing,Mass Customer,No,4.0,61493 Manufacturers Junction,2539,NSW,9
587,Adolphus,Seers,M,43,1966-05-27,54,50 to 60,Champions,Registered Nurse,Health,Mass Customer,Yes,19.0,1192 Declaration Hill,3207,VIC,8
588,Gunther,Jackman,M,15,1963-10-05,57,50 to 60,Champions,Assistant Media Planner,Entertainment,Mass Customer,No,11.0,62 Cherokee Terrace,2630,NSW,1
589,Duff,Anan,M,76,1995-12-07,25,20 to 30,Potential,Compensation Analyst,Financial Services,Mass Customer,Yes,1.0,01736 Saint Paul Way,2154,NSW,11
590,Ddene,Burleton,F,85,1988-09-09,32,30 to 40,Can't Loose Them,Assistant Professor,Health,Mass Customer,Yes,11.0,9816 Carberry Trail,2036,NSW,11
591,Sydney,Endacott,M,16,1974-10-02,46,40 to 50,Require Activation,Business Systems Development Analyst,Entertainment,Affluent Customer,No,16.0,36912 Gina Pass,2133,NSW,11
592,Edik,Connichie,M,73,1992-09-24,28,20 to 30,Require Activation,VP Sales,Manufacturing,Mass Customer,No,2.0,86857 Hoepker Lane,4300,QLD,8
593,Eugenius,Packe,M,64,1984-08-07,36,30 to 40,Can't Loose Them,Structural Analysis Engineer,Untitled,Mass Customer,No,4.0,8435 Arkansas Terrace,2340,NSW,4
594,Humfrey,Frankland,M,74,1980-07-22,40,40 to 50,Can't Loose Them,Office Assistant II,Untitled,Mass Customer,No,13.0,25 Novick Center,2010,NSW,9
595,Nikola,Jeanon,M,72,1973-05-12,47,40 to 50,Require Activation,VP Marketing,Financial Services,Mass Customer,No,22.0,0278 Elka Place,4305,QLD,4
596,Sue,Chapelhow,F,9,1968-10-20,52,50 to 60,Promising,Recruiter,Property,Affluent Customer,No,13.0,067 Cottonwood Park,4340,QLD,2
597,Cassandra,Aucoate,F,6,1954-12-10,66,Above 60,Potential,Recruiter,Manufacturing,Mass Customer,No,6.0,60010 Knutson Road,3137,VIC,7
598,Zebulen,Swadon,M,25,1967-06-27,53,50 to 60,Loyal,Financial Advisor,Financial Services,High Net Worth,No,12.0,945 Hayes Park,2075,NSW,12
600,Duke,Allnatt,M,65,1974-05-10,46,40 to 50,Require Activation,Nurse,Argiculture,Mass Customer,Yes,8.0,0 Rigney Way,2148,NSW,8
601,Ken,Renfree,M,56,1992-12-04,28,20 to 30,Potential,Senior Quality Engineer,Retail,High Net Worth,Yes,4.0,71 Meadow Ridge Parkway,2539,NSW,11
602,Lebbie,Bruck,F,0,1992-03-28,28,20 to 30,Potential,Office Assistant II,Untitled,High Net Worth,Yes,9.0,506 Iowa Center,4580,QLD,3
603,Alidia,Durrett,F,28,1987-04-18,33,30 to 40,Can't Loose Them,Marketing Assistant,Financial Services,Affluent Customer,No,11.0,846 Clove Junction,4300,QLD,5
604,Mella,Petrovsky,F,72,1998-02-10,22,20 to 30,Can't Loose Them,Help Desk Operator,IT,Affluent Customer,No,3.0,07 Pepper Wood Way,2750,NSW,8
605,Bart,Creenan,M,13,1972-03-26,48,40 to 50,Can't Loose Them,Electrical Engineer,Manufacturing,Mass Customer,Yes,5.0,425 Thierer Junction,2761,NSW,8
606,Filia,Rosson,F,62,1989-07-16,31,30 to 40,Champions,Chemical Engineer,Manufacturing,Mass Customer,Yes,2.0,876 Ridgeview Circle,2566,NSW,8
607,Adelaida,Redmond,F,55,1976-08-10,44,40 to 50,Can't Loose Them,Dental Hygienist,Health,Mass Customer,No,15.0,00164 Canary Drive,2041,NSW,11
608,Alisun,Heinecke,F,55,1980-01-08,40,40 to 50,Can't Loose Them,Accounting Assistant I,Retail,High Net Worth,Yes,12.0,61 Talmadge Lane,4504,QLD,6
609,Margalit,Dorwood,F,32,2000-11-06,20,20 to 30,Promising,Computer Systems Analyst II,Health,Mass Customer,No,1.0,55 Birchwood Alley,2176,NSW,9
610,Hyatt,Craine,M,45,1958-03-16,62,Above 60,Can't Loose Them,Help Desk Technician,Financial Services,Mass Customer,Yes,15.0,3785 Dapin Drive,2036,NSW,6
611,Otto,Huriche,M,58,1986-12-20,34,30 to 40,Can't Loose Them,Help Desk Technician,Manufacturing,Mass Customer,Yes,16.0,83 Ryan Hill,4551,QLD,8
612,Grange,Skillington,M,50,1962-01-12,58,50 to 60,Loyal,GIS Technical Architect,Health,Mass Customer,No,14.0,679 Huxley Trail,2087,NSW,11
613,Carolann,O'Hallagan,F,4,1989-11-14,31,30 to 40,Can't Loose Them,Analyst Programmer,Property,High Net Worth,No,17.0,2 Hoffman Way,2212,NSW,9
614,Nonnah,Johns,F,45,1995-09-12,25,20 to 30,Can't Loose Them,Untitled,Manufacturing,Mass Customer,Yes,11.0,786 Rowland Court,2035,NSW,11
615,Rebeca,Martonfi,F,93,1956-05-11,64,Above 60,Loyal,Human Resources Assistant I,Property,Mass Customer,No,19.0,375 Drewry Alley,4120,QLD,9
616,Perl,Bysaker,F,36,1995-07-13,25,20 to 30,Needs Attention,Untitled,Health,High Net Worth,No,6.0,608 Basil Alley,2306,NSW,4
617,Idell,Cole,F,81,1960-08-01,60,Above 60,Promising,Director of Sales,Property,Mass Customer,No,15.0,9 Schmedeman Hill,4075,QLD,7
618,Lucho,Mitie,M,17,1962-04-05,58,50 to 60,Require Activation,Electrical Engineer,Manufacturing,Affluent Customer,Yes,18.0,95022 Roth Terrace,3975,VIC,7
619,Finn,Dahlman,M,39,1977-08-14,43,40 to 50,Champions,Speech Pathologist,Property,Mass Customer,No,20.0,66897 Pawling Circle,2066,NSW,9
620,Willy,Langley,F,54,1973-03-26,47,40 to 50,Loyal,Financial Analyst,Financial Services,Mass Customer,Yes,5.0,1 Thackeray Crossing,4114,QLD,3
621,Constantin,Giacobbo,M,78,1964-11-29,56,50 to 60,Can't Loose Them,Systems Administrator III,Untitled,High Net Worth,No,14.0,363 Schiller Court,2763,NSW,7
622,Arri,Lamden,M,18,1968-10-18,52,50 to 60,Needs Attention,Untitled,Financial Services,Mass Customer,No,17.0,1923 Fisk Lane,4341,QLD,3
623,Hazel,Brokenshire,M,52,1988-04-23,32,30 to 40,Needs Attention,Health Coach II,Property,High Net Worth,No,4.0,4 Loeprich Avenue,4022,QLD,3
624,Winny,Girtin,M,44,1976-01-13,44,40 to 50,Needs Attention,Research Assistant II,Manufacturing,Mass Customer,Yes,13.0,575 Prentice Road,2168,NSW,8
625,Abra,Probets,F,33,1974-11-27,46,40 to 50,Can't Loose Them,Assistant Media Planner,Entertainment,High Net Worth,Yes,7.0,8 Melrose Road,4116,QLD,7
626,Albrecht,Forty,M,12,1992-11-24,28,20 to 30,Can't Loose Them,Geological Engineer,Manufacturing,Mass Customer,No,2.0,226 Rowland Street,4178,QLD,7
627,Shanta,Knill,F,24,1970-09-24,50,50 to 60,Loyal,Untitled,Untitled,High Net Worth,No,10.0,6 Springs Junction,4123,QLD,5
628,Mallissa,Gillespie,F,14,1981-10-24,39,30 to 40,Potential,Actuary,Financial Services,Mass Customer,No,13.0,4744 Garrison Drive,4132,QLD,4
629,Basil,Brellin,M,29,1960-12-06,60,Above 60,Can't Loose Them,Chemical Engineer,Manufacturing,High Net Worth,No,6.0,64 Nelson Drive,4820,QLD,1
630,D'arcy,Rowden,M,90,1986-08-11,34,30 to 40,Can't Loose Them,Statistician III,Property,Affluent Customer,Yes,17.0,87 Linden Park,2153,NSW,10
631,Ortensia,Dronsfield,F,33,1966-09-14,54,50 to 60,Champions,Computer Systems Analyst I,Health,Affluent Customer,No,17.0,329 Glacier Hill Alley,3076,VIC,8
632,Angeli,O'Hegertie,M,67,1998-04-26,22,20 to 30,Promising,General Manager,Health,Mass Customer,No,1.0,725 Cordelia Junction,3028,VIC,8
633,Alair,Hopkins,M,51,1986-03-12,34,30 to 40,Can't Loose Them,Nurse,Untitled,High Net Worth,Yes,11.0,32 Cody Place,4035,QLD,8
634,Melonie,Zisneros,F,35,1978-01-30,42,40 to 50,Can't Loose Them,Speech Pathologist,Manufacturing,Mass Customer,No,15.0,04 Namekagon Pass,2326,NSW,3
635,Joelle,Prior,F,78,1976-09-25,44,40 to 50,Loyal,Programmer Analyst IV,Untitled,Mass Customer,Yes,9.0,165 Petterle Place,2145,NSW,8
636,Alejandrina,Canavan,F,42,1971-09-02,49,40 to 50,Can't Loose Them,Systems Administrator II,Untitled,Mass Customer,No,19.0,8 Golf Drive,2747,NSW,9
637,Mercy,Wilsone,F,60,1976-09-23,44,40 to 50,Can't Loose Them,Health Coach I,Health,High Net Worth,No,13.0,9427 Tennyson Plaza,2759,NSW,8
638,Joey,Ledram,M,19,1967-04-29,53,50 to 60,Can't Loose Them,Untitled,Manufacturing,High Net Worth,No,13.0,8300 Vermont Center,3429,VIC,6
639,Mayor,Ismay,M,51,1974-06-03,46,40 to 50,Can't Loose Them,Nuclear Power Engineer,Manufacturing,Mass Customer,No,16.0,44 Upham Crossing,2148,NSW,7
640,Galvin,O'Keenan,M,12,1975-07-12,45,40 to 50,Can't Loose Them,Librarian,Entertainment,High Net Worth,Yes,10.0,18 Forest Avenue,2204,NSW,9
641,Foster,Haysar,M,86,1974-11-21,46,40 to 50,Require Activation,Accounting Assistant I,Manufacturing,Affluent Customer,No,3.0,049 Michigan Parkway,3337,VIC,6
642,Les,Mines,M,9,1972-12-19,48,40 to 50,Champions,Automation Specialist IV,Property,Mass Customer,No,12.0,831 Hayes Park,4218,QLD,8
643,Carolee,Butters,F,48,1982-12-29,38,30 to 40,Needs Attention,Assistant Media Planner,Entertainment,Mass Customer,Yes,10.0,491 Merry Crossing,3011,VIC,4
644,Tomlin,Hastwall,M,59,1999-12-22,21,20 to 30,Require Activation,Administrative Officer,Health,Affluent Customer,No,2.0,598 Randy Way,2380,NSW,1
645,Randolf,Durant,M,50,1971-04-01,49,40 to 50,Champions,Analyst Programmer,Untitled,High Net Worth,No,11.0,5873 Hagan Park,3015,VIC,10
646,Rowena,Parchment,F,3,1973-07-22,47,40 to 50,Needs Attention,Human Resources Manager,Manufacturing,Affluent Customer,No,13.0,3 Erie Hill,3564,VIC,2
647,Stanislas,Baildon,M,61,1957-01-23,63,Above 60,Can't Loose Them,Assistant Manager,Retail,Mass Customer,Yes,10.0,678 Old Gate Pass,3171,VIC,9
648,Gardiner,Nutley,M,86,1978-06-04,42,40 to 50,Can't Loose Them,Accountant II,Financial Services,Mass Customer,Yes,9.0,9 Mayfield Road,4551,QLD,7
649,Krissie,Dinan,F,23,1974-12-07,46,40 to 50,Loyal,Legal Assistant,Financial Services,Mass Customer,Yes,10.0,41759 Crowley Circle,2560,NSW,8
650,Matthew,Petschelt,M,81,1977-10-24,43,40 to 50,Champions,Assistant Manager,Health,Mass Customer,No,13.0,9892 Dennis Alley,2565,NSW,7
651,Minni,Deegin,F,76,1973-10-24,47,40 to 50,Loyal,Tax Accountant,Health,Affluent Customer,No,13.0,58729 Moland Trail,2035,NSW,12
652,Edee,Stoker,F,62,1996-11-24,24,20 to 30,Can't Loose Them,Staff Scientist,Financial Services,High Net Worth,Yes,1.0,36360 Coleman Trail,3850,VIC,3
653,Maxy,Hurles,M,68,1968-01-28,52,50 to 60,Loyal,Graphic Designer,Financial Services,Affluent Customer,Yes,19.0,67 Aberg Hill,2519,NSW,4
654,Noelani,Andreuzzi,F,2,1993-05-19,27,20 to 30,Promising,Administrative Officer,Manufacturing,Affluent Customer,No,5.0,88 La Follette Way,2166,NSW,8
655,Stuart,Gebhardt,M,64,1974-11-25,46,40 to 50,Can't Loose Them,General Manager,Manufacturing,Affluent Customer,Yes,19.0,2884 Welch Lane,3807,VIC,8
656,Marty,Lebreton,F,80,1978-11-17,42,40 to 50,Can't Loose Them,Automation Specialist III,Manufacturing,High Net Worth,Yes,8.0,60 Meadow Vale Hill,3032,VIC,5
657,Hoyt,,M,66,1993-02-18,27,20 to 30,Champions,Safety Technician II,Manufacturing,Affluent Customer,No,10.0,9912 Eagle Crest Lane,4800,QLD,7
659,Natalee,Stringman,F,44,1979-10-09,41,40 to 50,Needs Attention,Untitled,Financial Services,Affluent Customer,Yes,15.0,56 Anniversary Avenue,2121,NSW,12
660,Stormi,,F,82,1995-07-29,25,20 to 30,Loyal,Geological Engineer,Manufacturing,High Net Worth,No,6.0,14 Autumn Leaf Avenue,2570,NSW,10
661,Cinderella,Haslen,F,35,1988-05-07,32,30 to 40,Champions,Sales Associate,IT,High Net Worth,No,14.0,30274 Graedel Way,2577,NSW,7
662,Bonnibelle,Imos,F,41,1967-07-04,53,50 to 60,Champions,Chemical Engineer,Manufacturing,Mass Customer,Yes,5.0,74013 Mesta Terrace,3084,VIC,9
663,Massimo,Seymour,M,27,1997-07-17,23,20 to 30,Promising,VP Sales,Property,Affluent Customer,Yes,3.0,15 Lindbergh Center,2199,NSW,9
664,Mathe,Scatcher,M,38,1994-10-05,26,20 to 30,Needs Attention,Research Nurse,Health,High Net Worth,No,4.0,3 Corscot Hill,4870,QLD,5
665,Chan,Kirckman,M,82,1997-04-19,23,20 to 30,Champions,Human Resources Assistant I,Untitled,Mass Customer,No,5.0,77006 Nelson Point,4171,QLD,10
666,Anselma,Ricardon,F,82,1983-11-01,37,30 to 40,Loyal,Social Worker,Health,High Net Worth,Yes,15.0,25 Mesta Plaza,3975,VIC,8
667,Nicoline,Samwayes,F,62,1994-03-19,26,20 to 30,Loyal,Payment Adjustment Coordinator,Manufacturing,High Net Worth,Yes,3.0,1349 Namekagon Crossing,2134,NSW,12
668,Ebony,Threadgall,F,61,1966-08-26,54,50 to 60,Can't Loose Them,Junior Executive,Health,Mass Customer,No,7.0,186 Shasta Avenue,2066,NSW,9
669,Fleur,Whittlesea,F,73,1980-11-02,40,40 to 50,Can't Loose Them,Research Associate,Untitled,Mass Customer,No,3.0,48 Warbler Road,4053,QLD,7
670,Janifer,Pountain,F,75,1992-11-09,28,20 to 30,Needs Attention,Business Systems Development Analyst,Retail,Affluent Customer,No,8.0,756 Farragut Place,4740,QLD,2
671,Aristotle,Vanni,M,49,1984-07-25,36,30 to 40,Champions,Untitled,Argiculture,Mass Customer,No,5.0,197 Mifflin Hill,2260,NSW,10
672,Kleon,Pallatina,M,53,1977-01-12,43,40 to 50,Promising,Analog Circuit Design manager,Retail,High Net Worth,No,12.0,618 Independence Pass,2800,NSW,1
673,Artie,Ommanney,M,35,1975-06-27,45,40 to 50,Loyal,VP Sales,Health,Mass Customer,Yes,4.0,2836 Morning Drive,2304,NSW,7
674,Dalila,Rosel,F,61,1954-08-22,66,Above 60,Loyal,Developer II,Untitled,Mass Customer,No,5.0,8 Lawn Hill,3752,VIC,7
675,Sharl,Wiggin,F,37,1976-12-19,44,40 to 50,Loyal,Administrative Assistant I,Financial Services,Mass Customer,Yes,17.0,99 Cascade Crossing,2048,NSW,12
676,Curtis,,M,51,1968-05-19,52,50 to 60,Can't Loose Them,Senior Editor,Untitled,High Net Worth,Yes,14.0,4 Sunfield Circle,2194,NSW,8
677,El,Toupe,M,59,1997-07-28,23,20 to 30,Promising,Senior Cost Accountant,Financial Services,Mass Customer,No,5.0,5 Lyons Alley,2216,NSW,10
678,Ambur,Symcoxe,F,57,1995-08-31,25,20 to 30,Require Activation,Accounting Assistant II,IT,High Net Worth,No,2.0,96910 Sugar Point,4352,QLD,7
679,Yolande,Whild,F,29,1974-10-21,46,40 to 50,Can't Loose Them,Registered Nurse,Health,Mass Customer,No,12.0,558 Maple Court,2557,NSW,9
681,Jobyna,Elgey,F,55,1978-09-18,42,40 to 50,Can't Loose Them,VP Product Management,Manufacturing,Mass Customer,Yes,17.0,76 Hanson Junction,2147,NSW,9
682,Ole,Euplate,M,53,1971-03-16,49,40 to 50,Can't Loose Them,Health Coach IV,Health,Affluent Customer,Yes,7.0,3 Sheridan Park,2548,NSW,8
683,Brennan,Gagen,M,60,1962-05-16,58,50 to 60,Champions,Untitled,Manufacturing,Mass Customer,Yes,10.0,40545 Forster Point,2262,NSW,7
684,Malvin,,M,88,1987-07-03,33,30 to 40,Can't Loose Them,Desktop Support Technician,Financial Services,Mass Customer,No,14.0,8425 Jackson Terrace,2763,NSW,9
686,Hallie,Le feaver,F,60,1954-07-17,66,Above 60,Loyal,GIS Technical Architect,Argiculture,High Net Worth,Yes,5.0,8234 Riverside Park,2481,NSW,9
687,Welby,Ninnotti,M,25,1959-02-10,61,Above 60,Champions,Executive Secretary,Retail,High Net Worth,Yes,5.0,4535 Daystar Parkway,2072,NSW,12
688,Baron,Bullus,M,90,1969-02-15,51,50 to 60,Promising,Junior Executive,Health,High Net Worth,No,9.0,95 Fallview Avenue,3155,VIC,8
689,Hamnet,Berford,M,91,1966-05-19,54,50 to 60,Potential,Senior Developer,Entertainment,High Net Worth,Yes,16.0,75826 Bellgrove Trail,3095,VIC,10
690,Lindsey,,M,95,1987-03-27,33,30 to 40,Potential,Assistant Professor,Untitled,Affluent Customer,Yes,17.0,64080 Susan Park,4207,QLD,7
691,Carver,Carwardine,M,29,1954-08-25,66,Above 60,Can't Loose Them,Untitled,Financial Services,Affluent Customer,Yes,5.0,8179 Veith Pass,2577,NSW,7
692,Goraud,Ayling,M,42,1987-12-25,33,30 to 40,Can't Loose Them,Database Administrator IV,Property,Mass Customer,No,7.0,5 Maple Parkway,2160,NSW,9
693,Bambi,Hebblethwaite,F,46,1970-10-27,50,50 to 60,Can't Loose Them,Untitled,Financial Services,Affluent Customer,Yes,19.0,0 Carey Drive,4110,QLD,4
694,Lilith,Lanning,F,66,1968-12-28,52,50 to 60,Champions,Media Manager III,Health,Mass Customer,No,13.0,1 Moose Avenue,2017,NSW,8
695,Kevan,Kubal,M,36,1977-11-30,43,40 to 50,Can't Loose Them,Engineer II,Health,High Net Worth,No,11.0,02 Bartelt Center,2745,NSW,8
696,Arch,Gaitskill,M,57,1966-02-06,54,50 to 60,Loyal,Programmer Analyst II,Untitled,Affluent Customer,Yes,6.0,0650 Sachs Circle,2769,NSW,10
697,Weston,Brokenshaw,M,25,1986-11-29,34,30 to 40,Champions,Environmental Specialist,Entertainment,Mass Customer,No,10.0,16420 Veith Crossing,4214,QLD,7
698,Ellette,Fahy,F,90,1996-07-20,24,20 to 30,Needs Attention,Human Resources Manager,Manufacturing,High Net Worth,Yes,1.0,81310 Charing Cross Plaza,3805,VIC,7
699,Mirabella,Richter,F,16,1972-08-04,48,40 to 50,Needs Attention,Account Representative IV,IT,Affluent Customer,Yes,16.0,37430 Merrick Center,2770,NSW,6
700,Josias,Mulliner,M,67,1990-02-20,30,30 to 40,Champions,Untitled,Financial Services,Mass Customer,No,4.0,6046 Sheridan Way,2322,NSW,3
701,Ransell,Ruler,M,18,1956-05-01,64,Above 60,Can't Loose Them,Food Chemist,Health,Mass Customer,Yes,8.0,537 Packers Street,4562,QLD,5
702,Zorina,Bosomworth,F,72,1960-02-09,60,Above 60,Needs Attention,Help Desk Technician,Untitled,Mass Customer,No,8.0,6 Briar Crest Court,2117,NSW,12
703,Ethelda,,F,66,1966-10-31,54,50 to 60,Can't Loose Them,Untitled,Property,Mass Customer,No,15.0,4 Lillian Plaza,2283,NSW,6
704,Lindsay,Acaster,F,49,1998-12-08,22,20 to 30,Can't Loose Them,Research Nurse,Health,Mass Customer,No,4.0,70836 Colorado Plaza,2571,NSW,11
705,Eddie,Yekel,M,48,1964-01-16,56,50 to 60,Potential,Quality Engineer,Retail,High Net Worth,No,14.0,15 Emmet Street,2233,NSW,10
706,Kane,Gaffer,M,44,1990-01-06,30,30 to 40,Can't Loose Them,Media Manager IV,Financial Services,High Net Worth,Yes,5.0,8 Dottie Court,3480,VIC,1
707,Homere,Rounds,M,97,1973-07-23,47,40 to 50,Can't Loose Them,Executive Secretary,Untitled,Mass Customer,Yes,7.0,520 Stephen Pass,3011,VIC,9
708,Idalina,Wilcot,F,31,1987-02-15,33,30 to 40,Require Activation,Safety Technician II,IT,Mass Customer,Yes,10.0,18939 Upham Hill,3551,VIC,3
709,Holly,Cavil,F,83,1979-12-11,41,40 to 50,Potential,Accountant III,Financial Services,Mass Customer,Yes,5.0,4222 Porter Lane,3136,VIC,9
710,Benton,Oakly,M,76,1970-03-01,50,50 to 60,Can't Loose Them,Sales Representative,Retail,High Net Worth,Yes,13.0,1721 Nobel Junction,2753,NSW,8
711,Audrey,Vickerman,F,60,1972-03-03,48,40 to 50,Needs Attention,Untitled,Untitled,Affluent Customer,No,7.0,30550 Pierstorff Lane,3093,VIC,7
712,Norine,Antonik,F,22,1961-05-20,59,50 to 60,Can't Loose Them,Untitled,IT,Mass Customer,No,14.0,6 Morning Drive,2232,NSW,9
713,Adena,Northedge,F,34,1994-09-26,26,20 to 30,Needs Attention,Help Desk Technician,Untitled,Mass Customer,Yes,4.0,646 Mariners Cove Place,3023,VIC,6
